particle_id,particle_type,charge,parent_ptype,vx,vy,vz,px,py,pz,pt,eta,z0,d0,vr,is_matched,is_trackable
4531092300234752,13,-1,50,105.632629,-321.852539,289.441833,-1.14102519,-5.09087229,3.79321575,5.217175400281687,0.6746965817765413,289.441833,338.7437219642574,445.5601910635622,False,True
4531092317011968,-13,1,50,105.632629,-321.852539,289.441833,4.91922665,-10.2563124,17.4344559,11.375004829909479,1.2127654295612345,289.441833,338.7437219642574,445.5601910635622,False,True
4516796736471040,-13,1,50,304.45575,123.642426,490.475891,6.69417524,1.23859704,9.74416828,6.807797350929728,1.1560552526605847,490.475891,328.60425014784573,590.3789908757525,True,True
4516796753248256,13,-1,50,304.45575,123.642426,490.475891,20.7630215,6.71273232,39.6384773,21.821178634744616,1.358432663939588,490.475891,328.60425014784573,590.3789908757525,True,True
4527793027153920,13,-1,50,210.35437,-102.121132,-545.653503,26.4619389,-6.3621397,-47.0538483,27.216006906040594,-1.3153831461815624,-545.653503,233.83260375546078,593.6458809047945,True,True
4527793043931136,-13,1,50,210.35437,-102.121132,-545.653503,2.98496628,-4.05139685,-8.83649731,5.032279814251882,-1.3288524639460608,-545.653503,233.83260375546078,593.6458809047945,True,True
4510198257418240,-13,1,50,135.049484,146.459412,-5973.90039,2.82689619,1.68078518,-31.9933949,3.2888266738069594,-2.9707771863863273,-5973.90039,199.22028634667703,5977.221310285759,False,False
4510198274195456,13,-1,50,135.049484,146.459412,-5973.90039,17.2646923,22.056057,-852.710083,28.009627819750268,-4.109288124233912,-5973.90039,199.22028634667703,5977.221310285759,False,False
4510198123200512,13,-1,-50,-1.17823625,-5.16442919,-94.8637238,-1.70131302,1.48983765,-28.709753,2.261433663714026,-3.2359326302787337,-94.8637238,5.297128422016793,95.01150279162006,False,False
4510198139977728,-13,1,-50,-1.17823625,-5.16442919,-94.8637238,-5.07470608,-12.8388767,-166.728867,13.805411863330693,-3.186165078259456,-94.8637238,5.297128422016793,95.01150279162006,True,True
4505799288160256,-13,1,-50,24.4876823,48.7034416,-58.7941628,9.00452614,8.57894897,-7.15052843,12.43703567719444,-0.5472162468927287,-58.7941628,54.513042550479085,80.17746184223623,False,True
4505799304937472,13,-1,-50,24.4876823,48.7034416,-58.7941628,-4.09554625,6.08086872,-2.30704403,7.33147075802417,-0.3097021699648056,-58.7941628,54.513042550479085,80.17746184223623,True,True
4517898831790080,-13,1,50,4.25693369,32.989418,32.5825195,-1.27212679,8.17033863,34.7082062,8.268781040679816,2.1415326315964185,32.5825195,33.262940104864164,46.56225683305805,True,True
4517898848567296,13,-1,50,4.25693369,32.989418,32.5825195,0.716831386,4.60998583,2.87173629,4.665384934681754,0.5821055399749219,32.5825195,33.262940104864164,46.56225683305805,True,True
